25000,0.109375
50000,0.25
75000,0.359375
100000,0.5
200000,1.0625
300000,1.640625
400000,2.234375
500000,2.8125
600000,3.4375
700000,4.03125
800000,4.640625
900000,5.28125
1000000,5.96875
