25000,0.015625
50000,0.078125
75000,0.171875
100000,0.171875
200000,0.359375
300000,0.5625
400000,0.71875
500000,0.921875
600000,1.140625
700000,1.34375
800000,1.546875
900000,1.75
1000000,2.015625
