25000,0.046875
50000,0.09375
75000,0.140625
100000,0.171875
200000,0.375
300000,0.578125
400000,0.765625
500000,0.953125
600000,1.171875
700000,1.46875
800000,1.625
900000,1.84375
1000000,2.046875
