25000,0.0625
50000,0.078125
75000,0.140625
100000,0.171875
200000,0.375
300000,0.578125
400000,0.765625
500000,0.921875
600000,1.15625
700000,1.4375
800000,1.59375
900000,1.84375
1000000,2.03125
